[2024-08-19 04:54:22]  [ERROR] - Incorrect table definition; there can be only one auto column and it must be defined as a key
[2024-08-19 04:55:54]  [ERROR] - You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ')' at line 2
[2024-08-19 04:56:26]  [ERROR] - You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ')' at line 2
[2024-08-19 04:59:12]  [INFO] - script.sql file executed successfully
[2024-08-19 05:00:49]  [ERROR] - Table 'users' already exists
[2024-08-19 05:01:29]  [INFO] - script.sql file executed successfully
[2024-08-19 07:21:17]  [ERROR] - Query was empty
[2024-08-19 07:22:40]  [ERROR] - Query was empty
[2024-08-19 07:24:48]  [ERROR] - Query was empty
[2024-08-19 07:27:32]  [ERROR] - Query was empty
[2024-08-19 07:27:51]  [ERROR] - Query was empty
[2024-08-19 07:27:51]  [[ERROR]] - register.php : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'INSET INTO users(username,email,password,mobile,gender) VALUES (admin, Thusha...' at line 1
[2024-08-19 07:31:11]  [ERROR] - Query was empty
[2024-08-19 07:31:11]  [ERROR] - register.php : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'INSET INTO users(username,email,password,mobile,gender) VALUES (admin, Thusha...' at line 1
[2024-08-19 07:31:52]  [ERROR] - Query was empty
[2024-08-19 07:31:52]  [ERROR] - register.php : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'INSET INTO users(username,email,password,mobile,gender) VALUES (admin, Thusha...' at line 1
[2024-08-19 07:32:05]  [ERROR] - Query was empty
[2024-08-19 07:32:05]  [ERROR] - register.php : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'INSET INTO users(username,email,password,mobile,gender) VALUES (admin, Thusha...' at line 1
[2024-08-19 07:36:05]  [ERROR] - Query was empty
[2024-08-19 07:36:05]  [ERROR] - register.php : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'INSET INTO users(username,email,password,mobile,gender) VALUES ('admin', 'Thu...' at line 1
[2024-08-19 07:36:14]  [ERROR] - Query was empty
[2024-08-19 07:36:14]  [ERROR] - register.php : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'INSET INTO users(username,email,password,mobile,gender) VALUES ('admin', 'Thu...' at line 1
[2024-08-19 07:37:01]  [ERROR] - Query was empty
[2024-08-19 07:37:01]  [[ERROR]] - register.php : Unknown column 'username' in 'field list'
[2024-08-19 07:37:12]  [ERROR] - Query was empty
[2024-08-19 07:37:12]  [[ERROR]] - register.php : Unknown column 'username' in 'field list'
[2024-08-19 07:38:20]  [ERROR] - Query was empty
[2024-08-19 07:38:20]  [[ERROR]] - register.php : Data too long for column 'password' at row 1
[2024-08-19 07:38:31]  [ERROR] - Query was empty
[2024-08-19 07:38:31]  [[ERROR]] - register.php : Data too long for column 'password' at row 1
[2024-08-19 07:40:00]  [ERROR] - Query was empty
[2024-08-19 07:40:00]  [[INFO]] - register.php : User data inserted successfully
[2024-08-19 09:02:24]  [WARNING] - Thushanmadusanka456@gmail.com or 0785914774 is already taken
[2024-08-19 09:04:35]  [WARNING] - Thushanmadusanka456@gmail.com or 0785914774 is already taken
[2024-08-19 09:04:39]  [WARNING] - Thushanmadusanka456@gmail.com or 0785914774 is already taken
[2024-08-19 09:04:44]  [WARNING] - Thushanmadusanka456@gmail.com or 0785914774 is already taken
[2024-08-19 09:04:48]  [WARNING] - Thushanmadusanka456@gmail.com or 0785914774 is already taken
[2024-08-19 09:05:23]  [WARNING] - Thushanmadusanka456@gmail.com or 0785914774 is already taken
[2024-08-19 09:06:07]  [WARNING] - Thushanmadusanka456@gmail.com or 0785914774 is already taken
[2024-08-19 09:12:31]  [WARNING] - Thushanmadusanka456@gmail.com or 0785914774 is already taken
[2024-08-19 09:13:20]  [WARNING] - kamal123@gmail.com or 0788976554 is already taken
[2024-08-19 09:13:21]  [[INFO]] - register.php : User data inserted successfully
[2024-08-19 10:00:46]  [INFO] - retrieve data from users table successfully
[2024-08-19 10:09:40]  [INFO] - retrieve data from users table successfully
[2024-08-19 10:09:50]  [INFO] - retrieve data from users table successfully
[2024-08-19 10:12:01]  [INFO] - retrieve data from users table successfully
[2024-08-19 10:12:40]  [WARNING] - Thushanmadusanka456@gmail.com or 0785914774 is already taken
[2024-08-19 10:12:40]  [INFO] - register.php : User data inserted successfully
[2024-08-19 10:13:17]  [INFO] - retrieve data from users table successfully
[2024-08-19 10:15:04]  [INFO] - retrieve data from users table successfully
[2024-08-19 10:46:25]  [INFO] - retrieve data from users table successfully
[2024-08-19 10:46:57]  [INFO] - retrieve data from users table successfully
[2024-08-19 10:49:31]  [INFO] - retrieve data from users table successfully
[2024-08-19 10:50:51]  [INFO] - retrieve data from users table successfully
[2024-08-19 10:50:51]  [INFO] - User : thush login successfull. redirect to the index page.
[2024-08-19 10:51:05]  [INFO] - retrieve data from users table successfully
[2024-08-19 10:51:05]  [INFO] - User : thush login successfull. redirect to the index page.
[2024-08-19 16:15:06]  [INFO] - Admin: thush login successfull. redrect to the admin_panel
[2024-08-19 16:24:22]  [INFO] - Admin: thush login successfull. redrect to the admin_panel
[2024-08-20 15:01:38]  [WARNING] - Thushanmadusanka456@gmail.com or 0785914774 is already taken
[2024-08-20 15:01:38]  [ERROR] - register.php : Data too long for column 'email' at row 1
[2024-08-20 15:01:54]  [WARNING] - Thushanmadusanka456@gmail.com or 0785914774 is already taken
[2024-08-20 15:01:54]  [ERROR] - register.php : Data too long for column 'email' at row 1
[2024-08-20 15:07:33]  [WARNING] - thushanmadusanka456@gmail.com or 0785914774 is already taken
[2024-08-20 15:07:33]  [INFO] - register_register : Suplier data inserted successfully
[2024-08-20 15:08:17]  [INFO] - retrieve data from users table successfully
[2024-08-20 15:08:17]  [INFO] -  is not verified
[2024-08-20 15:10:16]  [INFO] - retrieve data from users table successfully
[2024-08-20 15:10:16]  [INFO] - thushan is not verified
[2024-08-20 15:10:29]  [INFO] - retrieve data from users table successfully
[2024-08-20 15:10:29]  [INFO] - thushan is not verified
[2024-08-20 15:11:28]  [INFO] - retrieve data from users table successfully
[2024-08-20 15:11:28]  [INFO] - thushan is not verified
[2024-08-20 15:12:27]  [INFO] - retrieve data from users table successfully
[2024-08-20 15:12:27]  [INFO] - User :  login successfull. redirect to the suplier_panel page.
[2024-08-20 17:31:29]  [INFO] - retrieve data from users table successfully
[2024-08-20 17:31:35]  [INFO] - retrieve data from users table successfully
[2024-08-20 18:02:27]  [WARNING] - nadeeshamedagama@gmail.com or 0766460393 is already taken
[2024-08-20 18:03:01]  [WARNING] - nadeeshamedagama@gmail.com or 0766460393 is already taken
[2024-08-20 18:03:01]  [INFO] - register.php : User data inserted successfully
[2024-08-20 18:03:12]  [INFO] - retrieve data from users table successfully
[2024-08-20 18:03:12]  [INFO] - User : Nadeesha login successfull. redirect to the index page.
[2024-08-20 20:46:50]  [WARNING] - nadeeshamedagama@gmail.com or 0766460393 is already taken
